link,Unnamed: 1,Status,Verified By,Date,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Feedback
https://www.damanhealth.ae/wp-content/uploads/2024/10/SOB-US-7175A_070721_Ziyarah-Plan-with-Covid19_40-70-100-190-days_V1R0_MR.pdf,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.damanhealth.ae/wp-content/uploads/2023/09/SOB-US-7176_070721_Ziyarah-Plan-with-Covid19_190-days-Multi-trip-2.pdf,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.damanhealth.ae/wp-content/uploads/2023/09/SOB-US-7176_070721_Ziyarah-Plan-with-Covid19_190-days-Multi-trip.pdf,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.damanhealth.ae/wp-content/uploads/2023/09/SOB-US-7176_070721_Ziyarah-Plan-with-Covid19_190-days-Multi-trip-1.pdf,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.damanhealth.ae/wp-content/uploads/2023/12/Daman-Provider-Network-Ziyarah-1.pdf,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.damanhealth.ae/wp-content/uploads/2023/09/SOB-US-7176_070721_Ziyarah-Plan-with-Covid19_190-days-Multi-trip-3.pdf,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Supplier-Enrollment/Company_Profile_Update.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/Forms/load_distribution_3ph.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Suppliers-and-Partners/DEWACodeofConductEthicsforSuppliersContractorsandAssociates2020.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Suppliers-and-Partners/Security-E-Pass-Manual.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/Contractors-and-Consultants-Guide.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/Forms/insp_request.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/SAFETY-AND-PROTECTION-GUIDELINES.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Builder/Jointer-Certification--Testing-Services--Registration--Update-Profile-Guide.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/Forms/da_MaxLoad_Chill_Motor.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/Forms/demolition_noc.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/Consultants-and-Contractors/Forms/da_LoadSchedule1Ph.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/7-of-2002--Arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/Administrative-Resolution-N0-1-of-2018-Granting-Capacity-of-Judicial-Officers-AR.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/26--of-2015-arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/17-of-2002-arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/16-of-2011-arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/37-of-1992-arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/2--of-2010-arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Legislations/Arabic/6-of-2011-arabic.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/PODLaw32022.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Images/d33/D33-Solar-Application-and-Agreement.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Images/d33/D33-Solar-PV-Monitoring-and-Control-Requirements.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/ar-AE/consumer/ev-community/~/media/Files/EV/EVC_Instruction%20Poster_Ultra%20Fast%20Charger_AR.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/ar-AE/consumer/ev-community/~/media/Files/EV/EVC_Instruction%20Poster_Public%20Charger_AR.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/ISO-9001-2015-Certificate-2027.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/DEWA-Innovation-Policy-2022.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/ISO-14001---2015-Certificate2027.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/DEWA-Related-Party-Transaction-Policy.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/ISO55001_2014Certificate.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/PDF/legal/DEWAPolicyforRealisationofLegitimacyandRuleofLaw2022.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Images/policies/Dubai-Electricity-and-Water-Authority-PJSC-Cable-Lab-LB-TEST-246.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/SOMSPolicy.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/HR_POLICY_DIVERSITY_2022.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/CSR-Policy_2023.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Files/About-DEWA/Policies/IMS_Policy_2025.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.dewa.gov.ae/-/media/Images/policies/Dubai-Electricity-and-Water-Authority-PJSC-Energy-Meter-LB-TEST-177.ashx,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
