sector,english_keyword,term,query,link,Status,Feedback
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://bashgmu.ru/upload/kafedry/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B%20%D0%BE%D1%84%D0%BE%D1%80%D0%BC%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B8%20%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80%D0%B0%20%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D0%B7%D0%B0.%20%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5%20%D1%81%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%B8.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://reshenie-soft.ru/sites/default/files/arm_rentgen_-_rukovodstvo_polzovatelya.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.files.pimunn.ru/outside/outside/31.05.03%20%D0%A1%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D0%A4%D0%93%D0%9E%D0%A13%2B/10%20%D0%9C%D0%B5%D1%82%D0%BE%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9C%D0%9C%20%D0%9E%D0%B1%D1%89%D0%B0%D1%8F%20%D1%85%D0%B8%D1%80%D1%83%D1%80%D0%B3%D0%B8%D1%8F%2C%20%D1%85%D0%B8%D1%80%D1%83%D1%80%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8.%20%D0%9E%D1%84%D0%BE%D1%80%D0%BC%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%90%D0%9A%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8%20%D0%A1%D0%A4.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rmkur.ru/wp-content/uploads/2024/05/%D0%9C%D0%A0%D0%9F%D0%97-%D0%9F%D0%9C.-02-%D0%9C%D0%9A%D0%94-02.01.-%D0%94%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F-%D0%B8-%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C-%D0%B2-%D0%BF%D1%80%D0%BE%D1%84.-%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%D0%BC%D0%B5%D0%B4.-%D1%81%D0%B5%D1%81%D1%82%D1%80%D1%8B.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://esaic.org/wp-content/uploads/2023/12/moped-appendix-03a-patient-consent-form-v1-1-07dec2020.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://sgmu.ru/sveden/files/education/program/06.05.01/edu_rpd/%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,http://rbms.rkomi.ru/images/Download/%D0%9E%D1%88%D0%B8%D0%B1%D0%BA%D0%B8%20%D0%BF%D1%80%D0%B8%20%D0%B7%D0%B0%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%84%D0%BE%D1%80%D0%BC%20%D0%B2%20%D0%9F%D0%9E%20%D0%9F%D0%9E%D0%A1%D0%90%D0%94.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://miac44.ru/doc/manual_list_netrudosposobnost.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://kcson-olenino.ru/tinybrowser/files/novosti/2024/01/obuchenie.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.volgmed.ru/uploads/files/2025-8/227627-2023g_p_st_tp_zst_ortopedicheskaya_stomatologiya_2025_2026_uch_god.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rdkb.ru/files/file2090.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://fond.predanie.ru/uploads/media/recipient/0001/09/a5c3d18436972450c23c865f79ca9ad4ce8fcefd.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://infoclinica.ru/labportal.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rtmis.ru/assets/files/dokumentaciya-polzovatelya/rukovodstvo-polzovatelya-ecp.mis.-stacionar.-poliklinika.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://dobrodobro.ru/wp-content/uploads/2019/02/%D0%97%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE%D0%B1%D1%89%D0%B5%D0%B5-%D0%B4%D0%BB%D1%8F-%D1%81%D0%B0%D0%B9%D1%82%D0%B0.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://citto.ru/upload/docs/istorii-bolezni-62a997bc5ba51128973391.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://vblagodarnost.ru/images/2023/vinokurov/epikriz.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://citto.ru/upload/docs/stacionar-605c09ea5c872204900874.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.tokb.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%D0%BE%20%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%BD%D1%8B%D1%85%20%D0%BE%D1%82%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%D1%85.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://core.ac.uk/download/492106672.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://mednet.ru/images/events/docs/prezy-23-11-2022/04_Prezentaciya-Ankudov-NO.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://kluchev.zdravalt.ru/upload/medialibrary/742/5t0aruhxk6m0ff7hsup3d1c0mc8vasvn.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://kaznadc.kz/wp-content/uploads/2019/11/tue_checklist_transgendernye_sportsmeny.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://itmportal.ru/upload/iblock/d69/tb70axr9kawyq657hbn514ias6qavec8/1.1.5.-Petrov.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://scispace.com/pdf/nekotorye-aspekty-epidemiologii-i-diagnostiki-1r14vujwga.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://microbius.ru/uploads/document/file/965/pitatelnye-sredy-v-farmakopeynom-analize-primenenie-deystvuyuschie-trebovaniya-voprosy-standartizatsii.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://imc-s.ru/allfiles/202004/AIS_IMTS_Statsionar____CzWYX__konvertirovan_______pem_(185-X89aM).pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://movementlife.ru/wp-content/uploads/2021/07/%D0%92%D1%8B%D0%BF%D0%B8%D1%81%D0%BA%D0%B0-%D0%B8%D0%B7-%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8-%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8-%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://gkudzvo.vomiac.ru/uploads/data/documents/Specialists/sestrindelo/PravilaVedenSDocum_03.17.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://pdfs.semanticscholar.org/fc6a/a91d746372b9ea556b0ed30646a6452fd994.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.bsmu.by/upload/docs/kafedri/k_onko/ump/shema-napis-ist-bol.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://miac44.ru/doc/manual_rmis_vvod-stacionar.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://xn----7sbbpccwamipjahf5a7a6fxf1b.xn--p1ai/sites/default/files/documents/user/informaciya_neobhodimaya_dlya_ekspluatacii_ekzemplyara_po.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://igprikhodko.narod.ru/hist_rec.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://miac-tmn.ru/strukturnye-podrazdeleniya-miac/tsktst/%D0%AD%D0%BF%D0%B8%D0%BA%D1%80%D0%B8%D0%B7%20%D0%BF%D0%BE%20%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D1%87%D0%B5%D0%BD%D0%BD%D0%BE%D0%BC%D1%83%20%D1%81%D0%BB%D1%83%D1%87%D0%B0%D1%8E%20%D0%B0%D0%BC%D0%B1%D1%83%D0%BB%D0%B0%D1%82%D0%BE%D1%80%D0%BD%D1%8B%D0%B9.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rsmu.ru/fileadmin/templates/DOC/Faculties/LF/pvbld/Skhema_istorii_bolezni__23.01.2023_.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rtmis.ru/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F%20%D0%95%D0%A6%D0%9F.%D0%9C%D0%98%D0%A1.%203.0%20%D0%9F%D0%BE%D0%B4%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0%20%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B8%20%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D0%B8%203.0.5.v2.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rzgmu.ru/sveden/files/tru/34.02.01_KOM_GIA.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.roszdravnadzor.gov.ru/i/upload/images/2023/3/24/1679654455.65723-1-1243891.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://svechcrb.medkirov.ru/site/LSPDA012E/$file/%D0%A1%D0%B2%D0%B5%D1%87%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%A6%D0%A0%D0%91%20%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%D0%BE%20%D0%B4%D0%BE%D0%BA%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D0%BE%D0%BE%D0%B1%D0%BE%D1%80%D0%BE%D1%82%D0%B5.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://med-click.ru/uploads/files/docs/psihicheskie-rasstroystva-u-bolnyh-revmatoidnym-artritom.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,http://council.gov.ru/media/files/nymWurERCgbiQAPnXYvR1wHnr421yyph.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.bfrd.ru/upload/iblock/1ef/1efb5543c9e717bcde3f07241799d36e.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://pharmasyntez.com/upload/iblock/105/vtkjm7h3c0qhxd5k9h2pr1y8w2brw8la.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://omnidoctor.ru/upload/iblock/db2/db205709ffce29cbe361e2f4a1c60a31.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://miac58.ru/sites/default/files/files/page/dlya_zavpoliklinikami.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://citto.ru/upload/docs/5fd670f83765c922371498.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://salavatmk.ru/about/2020/%D0%9F%D1%80%D0%B8%D0%B5%D0%BC%20%D0%BF%D0%B0%D1%86%D0%B8%D0%B5%D0%BD%D1%82%D0%B0%20%D0%B2%20%D1%81%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D1%80.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://mednet.ru/images/materials/kodirovanije-smertnosti/metod_rec_por_of_med_doc_08_12_2023.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.kmis.ru/static/images/resheniya/kmis/catalog-otchet.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://niioz.ru/upload/iblock/3eb/3ebd04dbdd2cf68970cbcea0cf31e4c0.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.google.com/imgres?q=%D1%84%D0%BE%D1%80%D0%BC%D0%B0%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8%20filetype%3Apdf&imgurl=x-raw-image%3A%2F%2F%2Fe19d74fa1b8c085ab9e6be6b8892aefeae066623fbc8c1f2f5d5782bdbe6d5ad&imgrefurl=https%3A%2F%2Fmedsoft.su%2Ffiles%2Fmanuals%2FQuasar4%2FEMK%2Fcouncil%2Fq4.manual.EMK.council.pdf&docid=_q854fbCszqDtM&tbnid=WgiMG_p0neGwhM&vet=12ahUKEwjSxs6BrueQAxW4amwGHfftMzUQM3oECGIQAA..i&w=790&h=225&hcb=2&ved=2ahUKEwjSxs6BrueQAxW4amwGHfftMzUQM3oECGIQAA,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://niioz.ru/upload/iblock/b2b/b2b689009b24621e1b4fdc6037b3d10a.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.cardio.ru/files/autoref/366/avtoref.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://rsmu.ru/fileadmin/templates/DOC/Faculties/LF/outpatient_therapy/posobija/Medicinskaja_dokumentacija_na_ambulatornom_ehtape.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://jasulib.org.kg/wp-content/uploads/2022/04/%D0%9A%D0%B0%D0%BF%D1%82%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%92.%D0%90.-%D0%A1%D1%85%D0%B5%D0%BC%D0%B0-%D0%BD%D0%B0%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D1%8F-%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8-%D1%80%D0%BE%D0%B4%D0%BE%D0%B2.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,http://www.surgu.ru/attachment/1619/download/34434-practica-fgos-lechebnoe-delo.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.kmis.ru/static/images/resheniya/kmis/catalog-form.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://dspace.zsmu.edu.ua/bitstream/123456789/1157/1/13_KUR_BOL_V_KLIN..pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://elar.ssmu.ru/bitstream/20.500.12701/2254/1/tut_ssmu-2010-5.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://prvsmp.ru/images/docs/%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D1%8B/%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%BD%D1%8B%D0%B5/%D0%AD%D0%9A%D0%93%20%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.vsavm.by/wp-content/uploads/2013/07/Blank-istorii-bolezni-2021-01.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://kpfu.ru/portal/docs/F1125210019/B1.B.44.Propedevtika.vnutrennih.boleznej.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,http://www.spsl.nsc.ru/FullText/dor/%D0%9A%D0%BE%D1%81%D1%82%D0%B8%D0%BD%20%D0%9A%D0%91%20%D0%9E%D1%81%D0%BE%D0%B1%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D1%8F%20%D1%81%D1%82%D1%80%D0%B0%D0%BD%20%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%BE%D0%B9%20%D0%95%D0%B2%D1%80%D0%BE%D0%BF%D1%8B%20-%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B5%20%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE2018.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://core.ac.uk/download/441238629.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://help-child.ru/wp-content/uploads/2018/11/%D0%92%D1%8B%D0%BF%D0%B8%D1%81%D0%BD%D0%BE%D0%B9-%D1%8D%D0%BF%D0%B8%D0%BA%D1%80%D0%B8%D0%B7-%D0%A0%D0%A0%D0%A6-%D0%94%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://core.ac.uk/download/235718575.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,http://www.medtsu.tula.ru/uml/20m0105.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.google.com/imgres?q=%D1%84%D0%BE%D1%80%D0%BC%D0%B0%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8%20filetype%3Apdf&imgurl=x-raw-image%3A%2F%2F%2F1b779f7369ce06a0596019f7216accc7145739e0fbb0689721f24509c6bb0265&imgrefurl=http%3A%2F%2Fwww.surgu.ru%2Fattachment%2F1619%2Fdownload%2F34434-practica-fgos-lechebnoe-delo.pdf&docid=OrEi_3w1Nj5TRM&tbnid=oAbOaXOfdxtr6M&vet=12ahUKEwjSxs6BrueQAxW4amwGHfftMzUQM3oECGsQAA..i&w=1101&h=1555&hcb=2&ved=2ahUKEwjSxs6BrueQAxW4amwGHfftMzUQM3oECGsQAA,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.bsmu.by/upload/docs/kafedri/k_endokrin/2025-1/%D0%A1%D0%A5%D0%95%D0%9C%D0%90%20%20%D0%9D%D0%90%D0%9F%D0%98%D0%A1%D0%90%D0%9D%D0%98%D0%AF%20%D0%98%D0%A1%D0%A2%D0%9E%D0%A0%D0%98%D0%98%20%D0%91%D0%9E%D0%9B%D0%95%D0%97%D0%9D%D0%98.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://miac33.ru/kodirovanie-prichiny-smerti/%D0%9C%D0%B5%D1%82%D0%BE%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D1%80%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B9_%D0%BF%D0%BE_%D0%BF%D0%BE%D1%80%D1%8F%D0%B4%D0%BA%D1%83_%D1%81%D1%82%D0%B0%D1%82_%D1%83%D1%87%D0%B5%D1%82%D0%B0_%D0%B8_%D0%BA%D0%BE%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.isida.by/storage/2021/04/LMA_ISIDA_Retriever_MedicalArchive_Presentation_v2_0.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://omnidoctor.ru/upload/iblock/9f6/0r6v1pvyyh02u9xz4u1yfzgfnanaywrv.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://www.bfrd.ru/upload/iblock/807/8070895c46599c783829936cf851b5f9.pdf,,
medical,medical history form,форма истории болезни,форма истории болезни filetype:pdf,https://mzdrav.rk.gov.ru/uploads/mzdrav/attachments/documents/d4/1d/8c/d98f00b204e9800998ecf8427e/62bebabfe2d593.51253667.pdf,,
medical,patient registration form,форма регистрации пациента,форма регистрации пациента filetype:pdf,https://ncrmb.su/content/files/Polozhenie_o_PD_patsientov.pdf,,
medical,patient registration form,форма регистрации пациента,форма регистрации пациента filetype:pdf,https://www.google.com/imgres?q=%D1%84%D0%BE%D1%80%D0%BC%D0%B0%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%B0%D1%86%D0%B8%D0%B5%D0%BD%D1%82%D0%B0%20filetype%3Apdf&imgurl=x-raw-image%3A%2F%2F%2F0396aa0a0e76d795a7065dab68de968bcef4c51848530c505c400e352a7738c9&imgrefurl=https%3A%2F%2Frsmu.ru%2Ffileadmin%2Ftemplates%2FDOC%2FFaculties%2FLF%2Foutpatient_therapy%2Fposobija%2FMedicinskaja_dokumentacija_na_ambulatornom_ehtape.pdf&docid=0XhXIoatSldLoM&tbnid=ldd2DgqqlgN-cM&vet=12ahUKEwjFxqSJrueQAxUuUGwGHQQaMo8QM3oECCMQAA..i&w=317&h=292&hcb=2&ved=2ahUKEwjFxqSJrueQAxUuUGwGHQQaMo8QM3oECCMQAA,,
medical,patient registration form,форма регистрации пациента,форма регистрации пациента filetype:pdf,https://org.gnicpm.ru/wp-content/uploads/2024/05/instrukcziya-i-kommentariiuchetnayaforman030.pdf,,
medical,patient registration form,форма регистрации пациента,форма регистрации пациента filetype:pdf,https://citto.ru/upload/docs/5fd671c3c008c457981856.pdf,,
medical,patient registration form,форма регистрации пациента,форма регистрации пациента filetype:pdf,https://oms.karelia.ru/dokumenty/old/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%B0%20%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BE%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%A0%D0%9A%20%D0%BE%D1%82%2008.11.2018%20%E2%84%96%201612%20%D0%9E%D0%B1%20%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%83%D1%87%D0%B5%D1%82%D0%BD%D0%BE%D0%B9%20%D1%84%D0%BE%D1%80%D0%BC%D1%8B.pdf,,
